scenario,time_s,x,y,z,rssi_ap1,rssi_ap2,rssi_ap3,sinr_ap1,sinr_ap2,sinr_ap3
ideal_empty,0.0,0.0,0.0,1.2,-26.307062506459136,-49.65916784994955,-37.34721314404491,15.950902917568019,-10.117016245476824,8.398579772657497
ideal_empty,0.0,0.0,0.5,1.2,-24.12262119550255,-47.039339010965115,-34.94993396371611,15.721622796078687,-9.896749393619292,8.378820081344507
ideal_empty,0.0,0.0,1.0,1.2,-22.87869031661755,-51.775353811456526,-39.972082270050194,18.8566089677301,-12.888721609098956,5.743333815538344
ideal_empty,0.0,0.0,1.5,1.2,-22.851944575757884,-45.02713477407235,-41.465967496887465,15.40654403780083,-9.433659915544558,1.8590204593887651
ideal_empty,0.0,0.0,2.0,1.2,-28.174816691940812,-41.76059233003443,-39.39846128614662,10.777062852167479,-4.966340546728037,3.7446143863100807
ideal_empty,0.0,0.0,2.5,1.2,-24.00747797110978,-51.92693735532608,-40.6054419670452,18.355503185468734,-12.393880444548389,5.733009277183122
ideal_empty,0.0,0.0,3.0,1.2,-28.617669028728486,-47.686768647141726,-40.159506308374674,13.723003816363464,-7.8815370404116045,5.986833583848135
ideal_empty,0.0,0.0,3.5,1.2,-26.94149906864914,-49.1418855778895,-37.708836439464896,15.348768564090975,-9.527780661501868,8.093084844145347
ideal_empty,0.0,0.0,4.0,1.2,-30.83916893521815,-47.45613836777374,-36.68972123092761,12.259613275925298,-6.793185739279748,9.618609152879936
ideal_empty,0.0,0.0,4.5,1.2,-33.76848317556342,-46.63180665636621,-34.16863153371544,9.821376283915388,-5.377022901387097,12.252187681117023
ideal_empty,0.0,0.0,5.0,1.2,-30.004199051042107,-52.16362985943315,-37.134578044617385,15.225667780423692,-9.622892211445787,11.288452071490202
ideal_empty,0.0,0.0,5.5,1.2,-33.79326056145244,-46.52586659111185,-39.0555709370816,10.139132109740059,-4.7506782155259,8.10970282822334
ideal_empty,0.0,0.0,6.0,1.2,-38.62462552664889,-52.61566974287584,-38.11447147585324,10.299460690360364,-6.144793503350691,13.617127018616298
ideal_empty,0.0,0.0,6.5,1.2,-34.06928704811696,-43.246166793974126,-32.92361304258549,7.656280198988503,-3.6650136930599335,11.426610124876893
ideal_empty,0.0,0.0,7.0,1.2,-37.29207847877292,-42.40673831867025,-34.07499919078212,5.201012283812721,-1.9105324760035103,10.641858635033909
ideal_empty,0.0,0.0,7.5,1.2,-37.999480560965054,-42.87977634622937,-38.67972545329669,5.485641094873033,-0.9051740958725883,7.452242141928128
ideal_empty,0.0,0.0,8.0,1.2,-42.52816473476428,-37.06189853827076,-37.50349559846694,-0.6426324959694443,3.7429959272681614,5.19588517108668
ideal_empty,0.0,0.0,8.5,1.2,-38.401297778682654,-44.699430663887455,-34.72173315686288,5.757015100137006,-2.71179189345514,11.70739549761941
